grid;velocity;spread_rate;lambda;fraction mélange;T;density;X_H2;X_H;X_O;X_O2;X_OH;X_H2O;X_HO2;X_H2O2;X_C;X_CH;X_CH2;X_CH2(S);X_CH3;X_CH4;X_CO;X_CO2;X_HCO;X_CH2O;X_CH2OH;X_CH3O;X_CH3OH;X_C2H;X_C2H2;X_C2H3;X_C2H4;X_C2H5;X_C2H6;X_HCCO;X_CH2CO;X_HCCOH;X_N;X_NH;X_NH2;X_NH3;X_NNH;X_NO;X_NO2;X_N2O;X_HNO;X_CN;X_HCN;X_H2CN;X_HCNN;X_HCNO;X_HOCN;X_HNCO;X_NCO;X_N2;X_AR;X_C3H7;X_C3H8;X_CH2CHO;X_CH3CHO
0.0069375;-0.456844703;72.38914505;-2646.530354;8.34E-02;1808.196214;0.185991327;0.004049115;0.002464965;0.003035135;0.051643309;0.006032573;0.1407174;1.11E-05;4.10E-07;7.98E-14;4.67E-13;4.60E-12;3.92E-13;3.13E-11;9.91E-11;0.008467868;0.059324218;7.30E-09;4.55E-11;3.14E-13;3.53E-14;6.90E-13;1.75E-13;3.90E-11;1.36E-14;6.84E-14;1.11E-17;8.19E-19;9.19E-12;4.27E-11;9.67E-13;3.42E-09;4.47E-09;1.43E-09;1.31E-09;3.65E-09;0.000140386;5.68E-08;2.79E-07;1.23E-08;3.02E-10;1.32E-07;9.89E-13;6.33E-16;3.52E-10;6.26E-10;3.12E-08;4.71E-09;0.714946857;0.009166124;3.05E-26;1.14E-25;7.34E-15;6.24E-16
0.007;-0.45378734;71.33077069;-2646.530354;7.85E-02;1765.385244;0.190974999;0.003242004;0.002040704;0.002918748;0.060371837;0.005488647;0.135657418;1.28E-05;4.63E-07;4.85E-15;3.44E-14;4.42E-13;3.65E-14;3.69E-12;1.45E-11;0.006622245;0.055747965;5.03E-09;1.29E-11;3.20E-14;4.40E-15;9.32E-14;1.03E-14;2.80E-12;9.70E-16;5.95E-15;1.00E-18;5.39E-20;7.78E-13;5.56E-12;8.39E-14;1.86E-09;2.83E-09;5.83E-10;5.10E-10;2.93E-09;0.000130656;6.51E-08;3.15E-07;1.12E-08;1.04E-10;5.75E-08;4.27E-13;5.34E-17;1.17E-10;2.79E-10;1.49E-08;2.08E-09;0.718551414;0.009214647;5.72E-28;2.56E-27;9.71E-16;6.21E-17
0.007125;-0.442999105;69.12929762;-2646.530354;6.93E-02;1665.206352;0.203437826;0.002026534;0.001302406;0.002444782;0.078637537;0.004159828;0.124549056;1.67E-05;6.15E-07;1.26E-16;1.05E-15;2.41E-14;1.71E-15;2.51E-13;1.37E-12;0.004023009;0.048011848;2.27E-09;4.13E-12;1.66E-15;3.55E-16;9.26E-15;2.52E-16;1.17E-13;3.60E-17;3.19E-16;6.13E-20;3.26E-21;3.62E-14;4.38E-13;4.63E-15;6.39E-10;1.45E-09;1.43E-10;1.28E-10;1.72E-09;0.000111744;8.74E-08;3.78E-07;9.83E-09;1.71E-11;1.70E-08;1.28E-13;2.28E-18;2.59E-11;8.21E-11;4.86E-09;5.76E-10;0.725408681;0.009306772;7.33E-30;3.90E-29;8.84E-17;3.79E-18
0.0071875;-0.435356593;67.99166834;-2646.530354;6.51E-02;1608.52552;0.211088478;0.001588367;0.001009739;0.002142021;0.087709361;0.003475564;0.118720062;1.90E-05;7.31E-07;2.00E-17;1.46E-16;4.71E-15;2.89E-16;5.17E-14;3.49E-13;0.003136169;0.044149069;1.50E-09;2.61E-12;3.26E-16;8.41E-17;2.45E-15;2.18E-17;1.47E-14;4.20E-18;4.97E-17;1.06E-20;6.34E-22;5.33E-15;9.30E-14;7.39E-16;3.66E-10;1.04E-09;7.04E-11;6.38E-11;1.27E-09;0.000102921;1.03E-07;3.95E-07;9.35E-09;6.49E-12;9.39E-09;7.31E-14;3.77E-19;1.19E-11;4.39E-11;2.81E-09;2.97E-10;0.728596971;0.0093495;6.51E-31;2.06E-30;2.10E-17;6.62E-19
0.00725;-0.426195093;66.8295217;-2646.530354;6.09E-02;1547.627864;0.219885696;0.001243759;0.000763088;0.001816301;0.096739741;0.002812819;0.112673582;2.16E-05;8.93E-07;3.69E-18;2.42E-17;1.11E-15;5.67E-17;1.23E-14;1.02E-13;0.002463178;0.040311053;9.74E-10;1.76E-12;8.79E-17;2.40E-17;7.66E-16;2.03E-18;2.08E-15;5.45E-19;8.80E-18;2.10E-21;1.51E-22;9.02E-16;2.18E-14;1.36E-16;2.05E-10;7.37E-10;3.65E-11;3.39E-11;8.99E-10;9.44E-05;1.24E-07;4.00E-07;8.95E-09;2.52E-12;5.60E-09;4.59E-14;7.56E-20;5.83E-12;2.47E-11;1.72E-09;1.60E-10;0.731668394;0.009390571;1.31E-31;1.34E-31;5.71E-18;1.31E-19
0.0073125;-0.415573766;65.64440066;-2646.530354;5.70E-02;1482.902197;0.22998616;0.000979666;0.000559989;0.0014866;0.105653114;0.002200697;0.106437689;2.46E-05;1.13E-06;6.88E-19;4.39E-18;2.92E-16;1.25E-17;3.38E-15;3.42E-14;0.00195799;0.036547782;6.23E-10;1.24E-12;3.28E-17;8.40E-18;2.83E-16;2.04E-19;3.43E-16;7.92E-20;1.79E-18;4.90E-22;4.42E-23;1.72E-16;5.71E-15;2.96E-17;1.12E-10;5.06E-10;1.97E-11;1.93E-11;6.13E-10;8.63E-05;1.53E-07;3.93E-07;8.62E-09;9.96E-13;3.63E-09;3.19E-14;1.67E-20;3.09E-12;1.48E-11;1.12E-09;9.14E-11;0.734633737;0.009430123;4.24E-32;1.13E-32;1.80E-18;2.99E-20
0.007375;-0.403581081;64.43812038;-2646.530354;5.32E-02;1414.829514;0.241569021;0.000783595;0.000397032;0.001169496;0.114380514;0.001660905;0.100046065;2.79E-05;1.48E-06;1.22E-19;8.24E-19;8.25E-17;3.03E-18;1.07E-15;1.35E-14;0.001581014;0.032901376;3.90E-10;9.25E-13;1.55E-17;3.68E-18;1.24E-16;2.25E-20;6.75E-17;1.31E-20;4.26E-19;1.35E-22;1.59E-23;3.65E-17;1.69E-15;7.77E-18;5.83E-11;3.36E-10;1.11E-11;1.17E-11;3.99E-10;7.86E-05;1.96E-07;3.75E-07;8.31E-09;3.98E-13;2.55E-09;2.46E-14;3.85E-21;1.77E-12;9.38E-12;7.87E-10;5.48E-11;0.737503203;0.009468289;1.86E-32;1.40E-33;6.65E-19;8.00E-21
0.0074375;-0.390336497;63.21285624;-2646.530354;4.95E-02;1343.98286;0.254837534;0.000642955;0.000270201;0.000879355;0.122858907;0.001207305;0.093539383;3.14E-05;2.04E-06;1.98E-20;1.54E-19;2.41E-17;8.00E-19;3.88E-16;6.22E-15;0.001299185;0.02940618;2.38E-10;7.17E-13;8.30E-18;2.03E-18;6.45E-17;2.74E-21;1.61E-17;2.48E-21;1.19E-19;4.39E-23;7.09E-24;8.52E-18;5.66E-16;2.50E-18;2.89E-11;2.13E-10;6.45E-12;7.54E-12;2.45E-10;7.11E-05;2.63E-07;3.48E-07;8.01E-09;1.59E-13;1.92E-09;2.09E-14;8.86E-22;1.10E-12;6.30E-12;5.85E-10;3.43E-11;0.740286103;0.009505188;1.05E-32;3.70E-34;2.88E-19;2.55E-21
0.0075;-0.375992296;61.97124539;-2646.530354;4.59E-02;1271.027881;0.27001894;0.000545116;0.000175104;0.000627951;0.131032188;0.000844999;0.086965473;3.51E-05;2.92E-06;2.80E-21;2.80E-20;7.15E-18;2.29E-19;1.64E-16;3.36E-15;0.001085925;0.026088986;1.39E-10;5.74E-13;4.61E-18;1.36E-18;3.98E-17;3.76E-22;4.74E-18;5.45E-22;3.99E-20;1.69E-23;3.92E-24;2.18E-18;2.17E-16;9.90E-19;1.35E-11;1.30E-10;3.87E-12;5.17E-12;1.41E-10;6.40E-05;3.76E-07;3.16E-07;7.68E-09;6.24E-14;1.54E-09;1.92E-14;1.97E-22;7.39E-13;4.46E-12;4.58E-10;2.22E-11;0.74299059;0.009540925;7.70E-33;2.87E-34;1.47E-19;9.80E-22
0.0075625;-0.360734504;60.71650183;-2646.530354;4.24E-02;1196.719635;0.287361907;0.000478142;0.000107031;0.00042349;0.1388532;0.000570246;0.080377787;3.84E-05;4.12E-06;3.37E-22;4.79E-21;2.10E-18;7.17E-20;7.87E-17;2.10E-15;0.000920826;0.022969573;7.74E-11;4.64E-13;2.50E-18;1.05E-18;2.88E-17;5.78E-23;1.74E-18;1.39E-22;1.60E-20;7.62E-24;2.61E-24;6.06E-19;9.49E-17;4.81E-19;5.99E-12;7.57E-11;2.39E-12;3.74E-12;7.52E-11;5.72E-05;5.75E-07;2.82E-07;7.27E-09;2.36E-14;1.28E-09;1.87E-14;4.11E-23;5.35E-13;3.33E-12;3.72E-10;1.46E-11;0.745623444;0.009575587;7.24E-33;4.49E-34;8.65E-20;4.51E-22
0.007625;-0.344781349;59.45254061;-2646.530354;3.91E-02;1121.890173;0.307131066;0.000431788;6.10E-05;0.000269101;0.146285793;0.000372086;0.073832297;4.10E-05;5.35E-06;3.43E-23;7.57E-22;6.10E-19;2.44E-20;4.23E-17;1.48E-15;0.000788997;0.02006159;4.02E-11;3.68E-13;1.25E-18;8.86E-19;2.37E-17;9.93E-24;7.89E-19;4.00E-23;7.65E-21;3.85E-24;1.92E-24;1.83E-19;4.72E-17;2.81E-19;2.52E-12;4.30E-11;1.50E-12;2.85E-12;3.65E-11;5.07E-05;9.31E-07;2.48E-07;6.71E-09;8.48E-15;1.08E-09;1.90E-14;7.97E-24;4.12E-13;2.60E-12;3.10E-10;9.62E-12;0.748189923;0.009609239;8.65E-33;8.21E-34;5.74E-20;2.44E-22
0.0076875;-0.328377382;58.18409943;-2646.530354;3.58E-02;1047.420993;0.329599086;0.000398234;3.20E-05;0.000161805;0.153305243;0.000235624;0.067383675;4.17E-05;6.21E-06;2.88E-24;1.10E-22;1.75E-19;8.94E-21;2.45E-17;1.14E-15;0.000680127;0.017373701;1.92E-11;2.79E-13;5.52E-19;7.68E-19;2.11E-17;1.87E-24;4.34E-19;1.25E-23;4.31E-21;2.07E-24;1.30E-24;5.93E-20;2.64E-17;1.91E-19;1.03E-12;2.40E-11;9.61E-13;2.26E-12;1.59E-11;4.43E-05;1.52E-06;2.15E-07;5.92E-09;2.86E-15;9.30E-10;1.99E-14;1.43E-24;3.31E-13;2.11E-12;2.61E-10;6.34E-12;0.750693651;0.009641924;1.24E-32;1.33E-33;4.06E-20;1.48E-22
0.00775;-0.311783044;56.91683761;-2646.530354;3.26E-02;974.2009247;0.355036778;0.000372174;1.53E-05;9.33E-05;0.159896024;0.000145579;0.06108249;3.99E-05;6.52E-06;3.36E-25;1.51E-23;5.18E-20;3.40E-21;1.48E-17;9.31E-16;0.000587428;0.014910714;8.34E-12;1.98E-13;2.06E-19;6.62E-19;1.93E-17;3.71E-25;2.79E-19;3.98E-24;2.77E-21;1.10E-24;5.01E-25;2.06E-20;1.63E-17;1.43E-19;4.08E-13;1.32E-11;6.23E-13;1.85E-12;6.14E-12;3.80E-05;2.37E-06;1.85E-07;4.90E-09;8.92E-16;7.98E-10;2.10E-14;2.43E-25;2.73E-13;1.76E-12;2.20E-10;4.14E-12;0.753136334;0.009673664;1.91E-32;1.67E-33;2.82E-20;9.51E-23
0.0078125;-0.29526045;55.65738682;-2646.530354;2.96E-02;903.074341;0.383702466;0.00035035;6.58E-06;5.27E-05;0.166047655;8.85E-05;0.054974387;3.51E-05;6.35E-06;0;2.03E-24;1.65E-20;1.32E-21;9.05E-18;7.82E-16;0.000506633;0.012674484;3.24E-12;1.31E-13;6.43E-20;5.60E-19;1.77E-17;7.46E-26;1.99E-19;1.23E-24;1.95E-21;5.37E-25;0;7.55E-21;1.09E-17;1.13E-19;1.58E-13;7.09E-12;4.10E-13;1.55E-12;2.06E-12;3.20E-05;3.35E-06;1.57E-07;3.76E-09;2.58E-16;6.81E-10;2.24E-14;4.10E-26;2.28E-13;1.47E-12;1.85E-10;2.67E-12;0.75551724;0.009704444;3.37E-33;1.37E-33;1.77E-20;6.19E-23
0.007875;-0.279056519;54.41332502;-2646.530354;2.66E-02;834.786122;0.415833632;0.000330875;2.54E-06;2.98E-05;0.171750931;5.37E-05;0.049100603;2.83E-05;5.87E-06;1.24E-25;2.72E-25;5.77E-21;5.12E-22;5.55E-18;6.67E-16;0.000435177;0.01066446;1.12E-12;8.27E-14;1.71E-20;4.59E-19;1.59E-17;1.47E-26;1.52E-19;3.60E-25;1.47E-21;2.28E-25;0;2.92E-21;7.66E-18;9.13E-20;5.94E-14;3.59E-12;2.77E-13;1.31E-12;6.01E-13;2.65E-05;4.21E-06;1.32E-07;2.69E-09;6.91E-17;5.77E-10;2.39E-14;6.96E-27;1.90E-13;1.23E-12;1.55E-10;1.68E-12;0.757832673;0.009734214;4.95E-33;1.15E-33;9.34E-21;4.02E-23
0.0079375;-0.26339768;53.19306531;-2646.530354;2.37E-02;769.9673906;0.451624026;0.000312672;8.87E-07;1.73E-05;0.176996435;3.29E-05;0.043499059;2.10E-05;5.25E-06;1.28E-24;3.64E-26;2.19E-21;2.01E-22;3.39E-18;5.71E-16;0.000371573;0.008877934;3.50E-13;5.17E-14;4.09E-21;3.58E-19;1.39E-17;2.81E-27;1.20E-19;9.89E-26;1.14E-21;8.02E-26;0;1.19E-21;5.60E-18;7.39E-20;2.21E-14;1.69E-12;1.91E-13;1.12E-12;1.53E-13;2.17E-05;4.76E-06;1.09E-07;1.83E-09;1.73E-17;4.83E-10;2.56E-14;1.19E-27;1.58E-13;1.02E-12;1.29E-10;1.03E-12;0.760075615;0.00976288;4.86E-33;9.45E-34;4.09E-21;2.60E-23
0.008;-0.248492717;52.00566691;-2646.530354;2.10E-02;709.1474595;0.491180128;0.000295134;2.91E-07;1.03E-05;0.181775346;2.06E-05;0.038205522;1.47E-05;4.58E-06;0;4.89E-27;8.75E-22;7.97E-23;2.05E-18;4.88E-16;0.000314976;0.007310079;1.02E-13;3.28E-14;9.75E-22;2.59E-19;1.20E-17;5.12E-28;9.57E-20;2.63E-26;8.94E-22;2.06E-26;0;5.03E-22;4.18E-18;5.94E-20;8.24E-15;7.48E-13;1.36E-13;9.53E-13;3.49E-14;1.76E-05;4.92E-06;8.99E-08;1.22E-09;4.05E-18;4.01E-10;2.67E-14;2.00E-28;1.29E-13;8.41E-13;1.06E-10;6.15E-13;0.762235639;0.009790305;3.02E-33;7.65E-34;1.53E-21;1.70E-23
0.0080625;-0.234538984;50.86056704;-2646.530354;1.84E-02;652.7747829;0.534453182;0.000277943;9.41E-08;6.28E-06;0.186081096;1.32E-05;0.033254365;9.90E-06;3.94E-06;3.45E-25;0;3.59E-22;3.19E-23;1.23E-18;4.15E-16;0.000264885;0.005953837;2.88E-14;2.13E-14;2.60E-22;1.72E-19;1.00E-17;8.88E-29;7.69E-20;7.09E-27;7.09E-22;8.46E-28;0;2.20E-22;3.15E-18;4.73E-20;3.13E-15;3.11E-13;9.92E-14;8.12E-13;7.58E-15;1.42E-05;4.75E-06;7.31E-08;8.15E-10;8.94E-19;3.29E-10;2.62E-14;0;1.05E-13;6.84E-13;8.59E-11;3.54E-13;0.764299143;0.009816313;1.85E-33;6.14E-34;5.15E-22;1.12E-23
0.008125;-0.221726043;49.76721893;-2646.530354;1.59E-02;601.2287402;0.581152595;0.000260959;3.08E-08;3.91E-06;0.189910947;8.61E-06;0.028678453;6.57E-06;3.34E-06;0;8.48E-29;1.49E-22;1.28E-23;7.22E-19;3.51E-16;0.000220968;0.004799717;8.16E-15;1.42E-14;8.29E-23;1.06E-19;8.29E-18;1.46E-29;6.17E-20;1.97E-27;5.62E-22;0;0;9.82E-23;2.38E-18;3.73E-20;1.17E-15;1.20E-13;7.36E-14;6.87E-13;1.60E-15;1.14E-05;4.37E-06;5.88E-08;5.50E-10;1.85E-19;2.67E-10;2.39E-14;4.12E-30;8.47E-14;5.51E-13;6.91E-11;1.97E-13;0.766249951;0.009840696;1.21E-33;4.88E-34;1.61E-22;7.47E-24
0.00825;-0.199990833;47.75374689;-2646.530354;1.15E-02;513.1763842;0.682769081;0.000226506;4.69E-09;1.71E-06;0.196392359;4.10E-06;0.0204858;2.99E-06;2.30E-06;3.10E-26;3.29E-30;2.90E-23;2.28E-24;2.53E-19;2.42E-16;0.000147965;0.002976718;8.80E-16;6.93E-15;1.53E-23;3.63E-20;5.27E-18;3.70E-31;3.86E-20;2.03E-28;3.45E-22;0;0;2.16E-23;1.35E-18;2.21E-20;2.38E-16;1.95E-14;4.26E-14;4.78E-13;9.16E-17;7.24E-06;3.25E-06;3.63E-08;2.71E-10;7.21E-21;1.67E-10;1.67E-14;3.56E-31;5.24E-14;3.41E-13;4.27E-11;6.11E-14;0.769863804;0.009885227;6.39E-34;2.91E-34;2.04E-23;3.47E-24
0.008375;-0.183929366;46.01138285;-2646.530354;7.91E-03;444.9573066;0.789228742;0.000193531;8.19E-10;7.92E-07;0.201125115;2.07E-06;0.014062305;1.37E-06;1.52E-06;1.01E-27;1.31E-31;5.94E-24;4.19E-25;8.78E-20;1.61E-16;9.56E-05;0.00176612;1.01E-16;3.47E-15;3.91E-24;1.08E-20;3.16E-18;9.03E-33;2.33E-20;2.45E-29;2.04E-22;0;0;4.92E-24;7.41E-19;1.24E-20;5.44E-17;2.87E-15;2.55E-14;3.22E-13;5.57E-18;4.49E-06;2.19E-06;2.15E-08;1.38E-10;2.56E-22;1.00E-10;1.03E-14;2.13E-32;3.10E-14;2.02E-13;2.53E-11;1.80E-14;0.772823945;0.009920921;3.51E-34;1.65E-34;2.60E-24;1.60E-24
0.0085;-0.17399072;44.56586719;-2646.530354;5.27E-03;395.7541756;0.888858448;0.00016298;1.66E-10;3.83E-07;0.204346507;1.10E-06;0.009375651;6.41E-07;9.80E-07;0;1.33E-31;1.27E-24;8.01E-26;3.12E-20;1.05E-16;6.05E-05;0.001024527;1.30E-17;1.77E-15;1.15E-24;2.82E-21;1.84E-18;2.76E-34;1.37E-20;3.64E-30;1.19E-22;0;0;1.18E-24;4.01E-19;6.82E-21;1.28E-17;4.06E-16;1.57E-14;2.11E-13;4.12E-19;2.76E-06;1.41E-06;1.24E-08;7.26E-11;1.06E-23;5.82E-11;6.09E-15;2.92E-32;1.80E-14;1.17E-13;1.46E-11;5.01E-15;0.775075271;0.009947323;1.84E-34;9.00E-35;3.60E-25;7.45E-25
0.00875;-0.169240314;42.39202805;-2646.530354;2.16E-03;339.8265383;1.037278779;0.000110324;1.36E-11;1.25E-07;0.207828267;3.91E-07;0.003873402;1.84E-07;3.83E-07;4.12E-26;5.90E-34;1.08E-25;5.78E-27;6.33E-21;4.22E-17;2.30E-05;0.000331298;3.86E-19;5.16E-16;1.36E-25;2.69E-22;5.90E-19;1.09E-36;4.60E-21;1.68E-31;3.89E-23;0;0;9.42E-26;1.16E-19;1.99E-21;2.02E-18;1.98E-17;6.59E-15;8.51E-14;7.24E-21;1.02E-06;5.10E-07;3.98E-09;2.34E-11;6.12E-26;1.88E-11;1.96E-15;0;5.79E-15;3.76E-14;4.72E-12;7.82E-16;0.777852651;0.009978414;2.97E-35;2.54E-35;1.21E-26;1.87E-25
0.009;-0.177321677;40.88788834;-2646.530354;8.66E-04;316.039289;1.116354254;7.27E-05;1.73E-12;4.70E-08;0.209172543;1.53E-07;0.001561814;5.96E-08;1.48E-07;0;2.48E-32;0;5.63E-28;1.60E-21;1.68E-17;8.71E-06;0.000107041;1.78E-20;1.56E-16;1.77E-26;2.48E-23;1.88E-19;2.38E-38;1.54E-21;1.38E-32;1.27E-23;0;0;9.44E-27;3.39E-20;5.84E-22;3.77E-19;1.63E-18;2.90E-15;3.37E-14;3.99E-22;3.80E-07;1.80E-07;1.28E-09;8.00E-12;1.56E-27;6.02E-12;6.25E-16;0;1.86E-15;1.21E-14;1.52E-12;1.50E-16;0.779084841;0.009991339;4.53E-36;6.90E-36;5.35E-28;4.92E-26
0.0095;-0.208740521;38.67780063;-2646.530354;1.61E-04;302.8332355;1.165652575;2.99E-05;7.58E-14;1.02E-08;0.20986208;3.30E-08;0.000276297;9.63E-09;2.42E-08;0;0;3.35E-26;1.78E-29;2.38E-22;2.93E-18;1.42E-06;1.39E-05;1.25E-22;1.99E-17;5.00E-28;6.76E-25;2.40E-20;2.30E-40;2.10E-22;3.00E-34;1.69E-24;0;0;2.12E-28;3.85E-21;6.64E-23;3.97E-20;5.42E-20;6.69E-16;5.83E-15;1.03E-23;6.14E-08;2.56E-08;1.65E-10;1.26E-12;1.59E-29;7.71E-13;7.94E-17;0;2.42E-16;1.57E-15;1.97E-13;1.72E-17;0.779817798;0.009998394;3.72E-37;6.86E-37;3.27E-30;5.40E-27
0.01;-0.244632565;36.76963145;-2646.530354;2.99E-05;300.4333802;1.175089539;1.14E-05;3.61E-15;2.08E-09;0.209979005;6.64E-09;4.27E-05;1.39E-09;3.45E-09;0;0;1.09E-26;5.30E-31;3.54E-23;4.48E-19;2.03E-07;1.57E-06;8.87E-25;2.22E-18;1.11E-29;1.55E-26;2.64E-21;4.43E-42;2.50E-23;6.59E-36;1.94E-25;0;0;4.12E-30;3.78E-22;6.51E-24;4.28E-21;1.92E-21;1.41E-16;8.81E-16;4.45E-25;8.70E-09;3.15E-09;1.85E-11;1.79E-13;2.83E-31;8.53E-14;8.71E-18;0;2.71E-17;1.76E-16;2.21E-14;1.91E-18;0.779965381;0.009999701;3.06E-38;5.72E-38;2.17E-32;5.22E-28
0.0105;-0.280146217;34.9211337;-2646.530354;6.50E-06;300.0607305;1.176573491;4.17E-06;1.78E-16;3.99E-10;0.209996733;1.25E-09;6.06E-06;1.84E-10;4.49E-10;0;0;0;1.40E-32;4.97E-24;6.29E-20;2.65E-08;1.61E-07;6.52E-27;2.25E-19;2.11E-31;3.04E-28;2.64E-22;8.74E-44;2.69E-24;1.29E-37;2.02E-26;0;0;6.88E-32;3.34E-23;5.77E-25;5.51E-22;6.45E-23;2.78E-17;1.22E-16;2.16E-26;1.13E-09;3.52E-10;1.88E-12;2.32E-14;5.38E-33;8.56E-15;8.67E-19;0;2.77E-18;1.80E-17;2.26E-15;1.95E-19;0.779992913;0.009999935;2.33E-39;4.28E-39;2.14E-34;4.58E-29
0.011;-0.314095524;33.08188338;-2646.530354;1.90E-06;300.0094173;1.176779904;1.57E-06;1.13E-17;8.32E-11;0.209999334;2.57E-10;9.51E-07;2.70E-11;6.50E-11;0;4.65E-39;4.86E-28;4.64E-34;7.74E-25;9.79E-21;3.86E-09;1.85E-08;7.71E-29;2.58E-20;4.87E-33;6.20E-30;2.97E-23;2.16E-45;3.26E-25;3.09E-39;2.37E-27;0;0;1.42E-33;3.36E-24;5.79E-26;2.55E-22;3.08E-24;5.92E-18;1.87E-17;1.37E-27;1.63E-10;4.42E-11;2.15E-13;3.36E-15;1.24E-34;9.67E-16;9.72E-20;0;3.18E-19;2.06E-18;2.59E-16;2.24E-20;0.779998144;0.009999981;2.03E-40;3.66E-40;4.08E-36;4.56E-30
0.012;-0.376572483;29.40590682;-2646.530354;3.00E-07;300.0005242;1.176816618;2.66E-07;1.28E-19;6.56E-12;0.209999928;1.99E-11;5.37E-08;1.40E-12;3.34E-12;0;1.05E-37;1.35E-28;3.99E-36;4.34E-26;5.47E-22;2.00E-10;7.39E-10;1.15E-31;1.02E-21;1.47E-35;2.44E-32;1.16E-24;7.05E-48;1.37E-26;9.73E-42;9.62E-29;0;0;3.77E-36;1.15E-25;1.98E-27;5.22E-24;0;4.81E-19;1.03E-18;1.56E-29;8.37E-12;1.93E-12;8.48E-15;1.73E-16;3.76E-37;3.78E-17;3.76E-21;2.83E-38;1.26E-20;8.19E-20;1.03E-17;8.95E-22;0.779999753;0.009999997;5.95E-42;1.06E-41;1.21E-38;1.55E-31
0.013;-0.43170778;25.7301569;-2646.530354;0.00E+00;300.000026;1.176818841;4.18E-08;1.32E-21;4.65E-13;0.209999991;1.39E-12;2.70E-09;6.46E-14;1.53E-13;0;1.09E-38;4.22E-30;1.87E-37;2.17E-27;2.73E-23;9.19E-12;2.61E-11;2.24E-34;3.58E-23;3.51E-38;7.25E-35;3.98E-26;1.84E-50;5.14E-28;2.44E-44;3.47E-30;0;0;7.97E-39;3.48E-27;6.00E-29;9.46E-25;3.12E-26;3.51E-20;5.06E-20;1.60E-31;3.82E-13;7.52E-14;2.97E-16;7.93E-18;8.20E-40;1.31E-18;1.29E-22;1.15E-39;4.44E-22;2.88E-21;3.62E-19;3.16E-23;0.779999965;0.01;1.54E-43;2.72E-43;3.06E-41;4.64E-33
0.014;-0.479492304;22.05441966;-2646.530354;0.00E+00;300.0000015;1.176818976;7.28E-09;1.76E-23;3.80E-14;0.209999998;1.11E-13;1.59E-10;3.48E-15;8.20E-15;0;7.04E-47;5.32E-35;3.22E-41;1.27E-28;1.59E-24;4.95E-13;1.09E-12;7.06E-37;1.47E-24;1.14E-40;1.88E-37;1.61E-27;6.48E-53;2.26E-29;7.18E-47;1.47E-31;0;0;2.29E-41;1.24E-28;2.14E-30;0;0;2.95E-21;2.90E-21;2.13E-33;2.04E-14;3.43E-15;1.22E-17;4.25E-19;2.96E-42;5.31E-20;5.20E-24;2.26E-46;1.84E-23;1.19E-22;1.50E-20;1.31E-24;0.779999994;0.01;4.73E-45;8.25E-45;0;1.64E-34
0.016;-0.55300703;14.70294641;-2646.530354;0.00E+00;300;1.176818989;4.80E-10;3.20E-26;1.08E-15;0.21;3.12E-15;3.19E-12;6.39E-17;1.49E-16;0;0;0;4.89E-44;2.53E-30;3.15E-26;9.06E-15;1.52E-14;2.18E-40;2.05E-26;4.36E-44;1.17E-40;2.20E-29;2.69E-56;3.34E-31;0;2.10E-33;0;0;7.71E-45;1.49E-30;2.56E-32;0;0;8.68E-23;5.67E-23;3.88E-36;3.71E-16;5.29E-17;1.70E-19;7.75E-21;1.13E-45;7.28E-22;7.05E-26;6.48E-52;2.56E-25;1.66E-24;2.09E-22;1.84E-26;0.78;0.01;4.83E-47;8.37E-47;0;1.95E-36
0.018;-0.597115869;7.351473205;-2646.530354;0.00E+00;300;1.17681899;2.96E-11;5.10E-29;2.87E-17;0.21;8.11E-17;5.94E-14;1.09E-18;2.52E-18;0;0;5.89E-39;0;4.70E-32;5.81E-28;1.54E-16;1.97E-16;0;2.64E-28;1.43E-47;6.09E-44;2.78E-31;9.22E-60;4.42E-33;0;2.78E-35;0;0;2.23E-48;1.65E-32;2.85E-34;0;3.22E-37;2.37E-24;1.03E-24;6.17E-39;6.26E-18;7.57E-19;2.19E-21;1.31E-22;3.75E-49;9.24E-24;8.87E-28;0;3.31E-27;2.15E-26;2.70E-24;2.39E-28;0.78;0.01;4.58E-49;7.89E-49;0;2.14E-38
0.02;-0.611818815;0;-2646.530354;0.00E+00;300;1.17681899;1.78E-12;4.66E-30;7.44E-19;0.21;2.06E-18;1.08E-15;1.81E-20;4.17E-20;1.52E-42;6.54E-56;0;0;8.49E-34;1.05E-29;2.56E-18;2.50E-18;3.28E-33;3.31E-30;1.79E-49;7.60E-46;3.43E-33;1.25E-61;5.93E-35;0;3.60E-37;0;0;4.51E-50;1.79E-34;3.09E-36;0;8.49E-39;6.33E-26;1.82E-26;1.02E-40;1.03E-19;1.06E-20;2.75E-23;2.17E-24;6.20E-51;1.15E-25;1.09E-29;0;4.17E-29;2.71E-28;3.40E-26;3.03E-30;0.78;0.01;4.23E-51;7.26E-51;0;2.30E-40